id,order_id,product,category,quantity,price,date
300,300,Pen,Stationery,3,2,2025-05-26
301,301,Desk Lamp,Furniture,1,35,2025-05-18
302,302,Notebook,Stationery,3,5,2025-04-17
303,303,Headphones,Electronics,2,80,2025-01-04
304,304,Keyboard,Electronics,5,30,2024-09-24
305,305,Monitor,Electronics,3,150,2024-08-12
306,306,Keyboard,Electronics,1,30,2024-08-24
307,307,Pen,Stationery,5,2,2025-03-19
308,308,Pen,Stationery,4,2,2024-08-03
309,309,Desk Lamp,Furniture,3,35,2025-05-25
310,310,Charger,Electronics,3,25,2025-02-12
311,311,Water Bottle,Accessories,4,10,2025-01-11
312,312,Keyboard,Electronics,5,30,2024-06-21
313,313,Charger,Electronics,3,25,2025-04-06
314,314,Pen,Stationery,1,2,2024-07-17
315,315,Notebook,Stationery,5,5,2025-03-28
316,316,Mouse,Electronics,3,20,2025-03-23
317,317,Mouse,Electronics,2,20,2025-01-27
318,318,Water Bottle,Accessories,4,10,2024-10-21
319,319,Monitor,Electronics,5,150,2025-01-10
320,320,Desk Lamp,Furniture,1,35,2025-01-27
321,321,Backpack,Accessories,4,45,2024-11-18
322,322,Backpack,Accessories,1,45,2024-08-22
323,323,Backpack,Accessories,4,45,2025-05-22
324,324,Desk Lamp,Furniture,3,35,2025-05-06
325,325,Charger,Electronics,5,25,2024-06-19
326,326,Desk Lamp,Furniture,1,35,2024-11-09
327,327,Pen,Stationery,3,2,2024-07-30
328,328,Charger,Electronics,5,25,2024-06-01
329,329,Water Bottle,Accessories,4,10,2024-12-29
330,330,Mouse,Electronics,2,20,2025-02-21
331,331,Backpack,Accessories,5,45,2025-02-11
332,332,Desk Lamp,Furniture,1,35,2024-09-13
333,333,Pen,Stationery,5,2,2024-08-07
334,334,Pen,Stationery,4,2,2025-05-24
335,335,Desk Lamp,Furniture,1,35,2024-06-15
336,336,Headphones,Electronics,2,80,2025-05-30
337,337,Monitor,Electronics,3,150,2025-03-10
338,338,Mouse,Electronics,5,20,2024-12-26
339,339,Keyboard,Electronics,2,30,2024-07-29
340,340,Desk Lamp,Furniture,1,35,2025-04-28
341,341,Monitor,Electronics,4,150,2024-10-28
342,342,Water Bottle,Accessories,3,10,2024-12-30
343,343,Desk Lamp,Furniture,4,35,2024-10-03
344,344,Desk Lamp,Furniture,5,35,2024-08-14
345,345,Charger,Electronics,2,25,2025-04-03
346,346,Water Bottle,Accessories,2,10,2024-07-06
347,347,Pen,Stationery,4,2,2024-11-22
348,348,Water Bottle,Accessories,3,10,2024-06-02
349,349,Pen,Stationery,3,2,2025-03-28
350,350,Headphones,Electronics,4,80,2024-08-16
351,351,Desk Lamp,Furniture,5,35,2025-02-03
352,352,Backpack,Accessories,3,45,2025-03-10
353,353,Water Bottle,Accessories,4,10,2025-01-20
354,354,Backpack,Accessories,2,45,2025-05-24
355,355,Notebook,Stationery,5,5,2024-12-14
356,356,Notebook,Stationery,4,5,2024-06-23
357,357,Backpack,Accessories,4,45,2025-05-28
358,358,Charger,Electronics,4,25,2025-05-06
359,359,Monitor,Electronics,4,150,2024-06-19
360,360,Monitor,Electronics,5,150,2025-03-30
361,361,Backpack,Accessories,1,45,2025-01-12
362,362,Keyboard,Electronics,5,30,2025-01-20
363,363,Mouse,Electronics,2,20,2024-12-27
364,364,Monitor,Electronics,1,150,2025-01-27
365,365,Pen,Stationery,3,2,2025-04-16
366,366,Charger,Electronics,1,25,2024-11-16
367,367,Water Bottle,Accessories,4,10,2024-11-10
368,368,Desk Lamp,Furniture,5,35,2024-06-19
369,369,Headphones,Electronics,1,80,2024-09-29
370,370,Pen,Stationery,2,2,2024-07-17
371,371,Charger,Electronics,1,25,2025-04-21
372,372,Keyboard,Electronics,4,30,2024-08-25
373,373,Pen,Stationery,1,2,2024-06-24
374,374,Backpack,Accessories,1,45,2024-10-29
375,375,Backpack,Accessories,3,45,2025-01-07
376,376,Monitor,Electronics,2,150,2025-02-27
377,377,Charger,Electronics,5,25,2025-05-16
378,378,Monitor,Electronics,2,150,2024-08-29
379,379,Keyboard,Electronics,5,30,2024-12-13
380,380,Headphones,Electronics,2,80,2025-02-10
381,381,Headphones,Electronics,2,80,2024-09-27
382,382,Desk Lamp,Furniture,3,35,2025-01-22
383,383,Pen,Stationery,1,2,2025-01-25
384,384,Pen,Stationery,5,2,2024-08-20
385,385,Keyboard,Electronics,4,30,2024-11-24
386,386,Headphones,Electronics,3,80,2025-04-24
387,387,Charger,Electronics,3,25,2025-01-20
388,388,Pen,Stationery,2,2,2024-12-14
389,389,Desk Lamp,Furniture,1,35,2024-09-30
390,390,Charger,Electronics,5,25,2024-12-01
391,391,Headphones,Electronics,3,80,2025-05-25
392,392,Pen,Stationery,1,2,2025-05-04
393,393,Charger,Electronics,3,25,2024-06-05
394,394,Headphones,Electronics,1,80,2025-04-07
395,395,Desk Lamp,Furniture,3,35,2024-09-26
396,396,Headphones,Electronics,3,80,2024-09-21
397,397,Notebook,Stationery,5,5,2024-10-07
398,398,Monitor,Electronics,1,150,2025-04-18
399,399,Mouse,Electronics,3,20,2025-01-12
400,400,Mouse,Electronics,5,20,2024-12-04
401,401,Monitor,Electronics,1,150,2024-10-30
402,402,Backpack,Accessories,4,45,2024-08-29
403,403,Notebook,Stationery,2,5,2025-03-04
404,404,Backpack,Accessories,5,45,2025-02-12
405,405,Pen,Stationery,2,2,2024-10-10
406,406,Desk Lamp,Furniture,3,35,2024-11-21
407,407,Keyboard,Electronics,4,30,2024-07-09
408,408,Monitor,Electronics,2,150,2025-05-13
409,409,Charger,Electronics,5,25,2024-12-05
410,410,Keyboard,Electronics,4,30,2024-06-08
411,411,Pen,Stationery,5,2,2024-08-03
412,412,Desk Lamp,Furniture,3,35,2025-05-11
413,413,Pen,Stationery,5,2,2024-12-13
414,414,Backpack,Accessories,1,45,2025-05-12
415,415,Notebook,Stationery,4,5,2024-06-13
416,416,Headphones,Electronics,5,80,2024-11-15
417,417,Headphones,Electronics,2,80,2025-04-28
418,418,Keyboard,Electronics,4,30,2025-05-25
419,419,Pen,Stationery,4,2,2024-07-30
420,420,Monitor,Electronics,1,150,2024-06-20
421,421,Pen,Stationery,4,2,2024-07-30
422,422,Keyboard,Electronics,2,30,2025-03-03
423,423,Monitor,Electronics,4,150,2025-01-19
424,424,Backpack,Accessories,5,45,2025-01-01
425,425,Headphones,Electronics,2,80,2024-12-30
426,426,Keyboard,Electronics,4,30,2025-04-12
427,427,Charger,Electronics,3,25,2024-06-17
428,428,Backpack,Accessories,2,45,2025-01-14
429,429,Desk Lamp,Furniture,2,35,2024-12-03
430,430,Keyboard,Electronics,3,30,2025-03-06
431,431,Backpack,Accessories,1,45,2024-12-21
432,432,Pen,Stationery,2,2,2024-08-02
433,433,Desk Lamp,Furniture,1,35,2025-05-06
434,434,Notebook,Stationery,5,5,2024-06-11
435,435,Mouse,Electronics,3,20,2024-10-03
436,436,Monitor,Electronics,5,150,2024-09-14
437,437,Keyboard,Electronics,5,30,2024-09-15
438,438,Headphones,Electronics,2,80,2024-09-28
439,439,Backpack,Accessories,2,45,2025-04-02
440,440,Mouse,Electronics,3,20,2024-08-14
441,441,Monitor,Electronics,5,150,2024-10-07
442,442,Monitor,Electronics,1,150,2025-05-05
443,443,Mouse,Electronics,2,20,2024-06-08
444,444,Backpack,Accessories,2,45,2025-03-29
445,445,Backpack,Accessories,1,45,2024-08-29
446,446,Pen,Stationery,1,2,2024-08-04
447,447,Charger,Electronics,5,25,2024-07-29
448,448,Keyboard,Electronics,4,30,2025-01-16
449,449,Backpack,Accessories,5,45,2025-03-31
450,450,Keyboard,Electronics,4,30,2025-02-13
451,451,Notebook,Stationery,5,5,2024-06-23
452,452,Water Bottle,Accessories,3,10,2025-01-21
453,453,Mouse,Electronics,1,20,2025-02-01
454,454,Charger,Electronics,4,25,2025-05-18
455,455,Keyboard,Electronics,4,30,2025-05-31
456,456,Desk Lamp,Furniture,1,35,2024-07-12
457,457,Backpack,Accessories,5,45,2024-08-15
458,458,Keyboard,Electronics,2,30,2024-10-19
459,459,Headphones,Electronics,5,80,2025-03-08
460,460,Backpack,Accessories,4,45,2025-04-02
461,461,Water Bottle,Accessories,3,10,2025-01-19
462,462,Water Bottle,Accessories,5,10,2025-01-07
463,463,Keyboard,Electronics,1,30,2025-05-02
464,464,Water Bottle,Accessories,2,10,2025-01-07
465,465,Desk Lamp,Furniture,2,35,2024-12-29
466,466,Backpack,Accessories,4,45,2024-12-22
467,467,Charger,Electronics,1,25,2024-11-08
468,468,Charger,Electronics,3,25,2025-05-07
469,469,Pen,Stationery,3,2,2024-08-18
470,470,Desk Lamp,Furniture,1,35,2024-07-17
471,471,Keyboard,Electronics,1,30,2025-01-08
472,472,Keyboard,Electronics,3,30,2024-08-06
473,473,Water Bottle,Accessories,1,10,2025-03-28
474,474,Water Bottle,Accessories,5,10,2024-11-16
475,475,Keyboard,Electronics,4,30,2024-11-29
476,476,Charger,Electronics,1,25,2024-10-26
477,477,Headphones,Electronics,3,80,2024-11-28
478,478,Keyboard,Electronics,5,30,2025-02-15
479,479,Notebook,Stationery,2,5,2025-05-03
480,480,Desk Lamp,Furniture,2,35,2024-07-26
481,481,Backpack,Accessories,5,45,2024-12-06
482,482,Keyboard,Electronics,3,30,2025-03-21
483,483,Notebook,Stationery,4,5,2025-03-15
484,484,Headphones,Electronics,5,80,2025-05-12
485,485,Water Bottle,Accessories,1,10,2025-04-08
486,486,Pen,Stationery,1,2,2024-09-01
487,487,Pen,Stationery,3,2,2024-11-21
488,488,Backpack,Accessories,1,45,2024-09-01
489,489,Monitor,Electronics,5,150,2025-05-03
490,490,Charger,Electronics,1,25,2024-08-12
491,491,Mouse,Electronics,1,20,2025-02-27
492,492,Notebook,Stationery,4,5,2025-01-01
493,493,Desk Lamp,Furniture,3,35,2024-08-20
494,494,Backpack,Accessories,3,45,2024-11-14
495,495,Headphones,Electronics,5,80,2024-07-14
496,496,Mouse,Electronics,2,20,2024-08-20
497,497,Headphones,Electronics,1,80,2025-05-12
498,498,Keyboard,Electronics,3,30,2025-01-13
499,499,Charger,Electronics,4,25,2025-04-07
500,500,Desk Lamp,Furniture,4,35,2024-10-18
501,501,Notebook,Stationery,5,5,2024-07-29
502,502,Backpack,Accessories,4,45,2024-07-27
503,503,Pen,Stationery,5,2,2025-02-05
504,504,Water Bottle,Accessories,3,10,2024-06-24
505,505,Notebook,Stationery,4,5,2025-04-03
506,506,Mouse,Electronics,1,20,2024-09-13
507,507,Pen,Stationery,2,2,2024-08-10
508,508,Pen,Stationery,3,2,2024-11-15
509,509,Keyboard,Electronics,1,30,2025-02-10
510,510,Charger,Electronics,2,25,2024-08-06
511,511,Charger,Electronics,5,25,2025-05-27
512,512,Notebook,Stationery,5,5,2025-03-14
513,513,Backpack,Accessories,1,45,2024-12-21
514,514,Mouse,Electronics,4,20,2024-06-10
515,515,Desk Lamp,Furniture,1,35,2024-11-08
516,516,Headphones,Electronics,4,80,2025-03-21
517,517,Charger,Electronics,4,25,2024-10-27
518,518,Keyboard,Electronics,4,30,2024-06-11
519,519,Backpack,Accessories,2,45,2025-04-13
520,520,Desk Lamp,Furniture,3,35,2024-07-16
521,521,Charger,Electronics,1,25,2024-10-03
522,522,Charger,Electronics,5,25,2024-12-23
523,523,Water Bottle,Accessories,1,10,2024-12-20
524,524,Pen,Stationery,3,2,2024-09-22
525,525,Backpack,Accessories,2,45,2024-07-10
526,526,Water Bottle,Accessories,1,10,2025-02-27
527,527,Water Bottle,Accessories,2,10,2024-11-26
528,528,Backpack,Accessories,2,45,2024-09-29
529,529,Keyboard,Electronics,2,30,2024-10-10
530,530,Notebook,Stationery,2,5,2025-04-05
531,531,Monitor,Electronics,1,150,2024-08-30
532,532,Desk Lamp,Furniture,4,35,2025-03-16
533,533,Headphones,Electronics,4,80,2025-05-15
534,534,Headphones,Electronics,5,80,2024-11-13
535,535,Backpack,Accessories,2,45,2025-01-12
536,536,Keyboard,Electronics,4,30,2025-01-13
537,537,Pen,Stationery,3,2,2025-03-30
538,538,Mouse,Electronics,3,20,2025-02-15
539,539,Keyboard,Electronics,3,30,2025-01-23
540,540,Desk Lamp,Furniture,1,35,2024-06-30
541,541,Backpack,Accessories,3,45,2024-07-10
542,542,Keyboard,Electronics,5,30,2025-04-01
543,543,Water Bottle,Accessories,4,10,2025-01-23
544,544,Headphones,Electronics,5,80,2024-06-22
545,545,Desk Lamp,Furniture,5,35,2025-04-30
546,546,Notebook,Stationery,3,5,2025-04-06
547,547,Desk Lamp,Furniture,5,35,2024-08-17
548,548,Mouse,Electronics,4,20,2024-07-23
